Gene,n_guides,MERS-CoV T1015N,MERS-CoV,HKU5-SARS-CoV-1-S,VSV-SARS-CoV-2-S,SARS-CoV-2 Cas9-V2 Avg.
PGAM2,3,-0.526271985,0.896798211,0.079810188,-0.597445064,-0.964147994
PGAM5,4,0.208853836,0.096878889,-1.341823649,-0.015443836,-0.81938457
PGAP1,4,-0.639114304,-1.053070455,-0.469384115,-0.981690196,-0.275088514
PGAP2,3,-1.780410299,-2.804272692,-2.10956933,-2.889094868,-1.723126802
PGAP3,4,-1.060627573,0.485305445,-0.087402091,0.235313682,-0.850470238
PGAP4,4,-0.231697935,-0.939961381,-0.718562383,-1.154471519,-0.689911681
PGAP6,4,-0.369396823,-0.450360857,-1.212814531,0.160165272,1.248131216
PGBD1,4,0.296634046,0.528982121,-0.455129146,0.736770853,0.849961829
PGBD2,4,1.141532073,0.575832073,0.755322317,-0.178204039,-0.439703855
PGBD4,3,0.58426666,0.551015279,0.907002631,1.03681239,0.090341711
PGBD5,4,0.057440372,0.086331069,0.54380601,0.590443137,-0.469338786
PGC,4,-0.931759668,-0.414107594,-0.122721269,-0.00944254,0.567981307
PGD,4,0.281945984,-0.400028558,0.57365294,0.323526654,0.524473084
PGF,4,-1.101525562,1.294022458,-0.197048497,-0.317797702,0.464114729
PGGHG,4,1.575988794,0.75657687,0.836813927,1.821783171,0.319261643
PGGT1B,4,-0.16552874,0.224868201,-0.348998301,-0.82054325,-2.756800798
PGK1,4,-0.721908006,-0.897740742,0.194161258,0.964534509,-1.102749455
PGK2,4,-0.459691226,0.406890375,-0.260803207,0.061398813,-0.951770043
PGLS,4,-0.934951847,-0.570873223,-0.835253197,-0.89439263,-1.082360519
PGLYRP1,4,-0.005431307,0.126378579,0.377906404,-1.787259265,-0.09789488
PGLYRP2,4,0.302633548,0.078474049,-1.213138939,0.20466911,0.014911428
PGLYRP3,3,-0.901662325,0.723330578,1.376452642,0.060478909,0.871271652
PGLYRP4,4,0.883305773,1.065890311,1.555930671,1.91646609,0.569167055
PGM1,4,-1.320308788,-0.975737119,0.810013203,0.576257247,2.056065604
PGM2,4,1.19463318,0.245322604,1.82141091,1.661515554,0.480420233
PGM2L1,4,-0.668686386,-1.46422003,-1.482158453,0.230860202,0.29074773
PGM3,4,-0.910712571,-1.001889623,-0.488844626,0.656557584,-0.925311351
PGM5,4,0.662979095,0.138094651,0.103273869,0.069265722,1.061915469
PGP,4,-0.147181058,-0.353754754,-1.049579509,-0.220672287,-1.222883038
PGPEP1,4,-0.225253807,1.401732063,-0.199872708,1.344491327,0.592581684
PGPEP1L,4,-1.334096044,-1.998000672,-0.390109176,-0.0902542,-0.362810728
PGR,4,0.137154068,-0.888462022,-1.757939712,-1.585920425,-0.881286872
PGRMC1,3,1.120539846,1.245798801,1.756328267,1.141392529,0.389184784
PGRMC2,4,-1.278858992,-2.385090813,-0.002888021,0.1105502,0.48496692
PGS1,4,-1.507733778,-1.876053083,-0.635559631,-0.179666606,0.062276981
PHACTR1,4,0.941206622,1.469918148,-0.00103471,0.688765592,0.0399079
PHACTR2,4,0.56908977,1.123070641,0.780000719,0.532587278,0.301867595
PHACTR3,4,0.513738486,1.310006019,0.381697846,0.956158766,0.820046982
PHACTR4,4,-0.747840886,-0.094525948,-0.98407098,-0.479774152,-1.140632709
PHAX,4,-0.952269377,-1.168663499,0.030747038,-0.035100525,-0.586281081
PHB,4,-0.309100058,-0.714007111,-0.490664232,-1.137820959,-0.719678104
PHB2,4,-0.492089276,-0.193218828,0.88854535,0.103769056,-0.030136136
PHC1,4,1.2953682,0.694653628,1.535709585,2.080637817,0.664545723
PHC2,4,0.477583675,1.159864683,-0.36654692,-0.608387314,-0.16990125
PHC3,4,-0.168208449,-0.468977872,-1.677525747,-1.593689171,0.318792258
PHETA1,4,0.141788323,0.740973521,0.138034043,0.263792592,-0.690675487
PHETA2,4,-0.728816774,-0.902129995,-0.805380224,-0.983264859,-1.065338713
PHEX,4,-1.209421393,-0.998774099,-0.735980669,0.152582284,1.071913471
PHF1,4,0.669543728,-0.275153843,1.780608308,1.050078232,0.475769436
PHF10,4,-0.431692119,-1.229522003,1.021443823,-0.372213226,1.027415565
PHF11,4,-1.086249447,0.182593842,0.629460877,-0.921751258,-0.213823238
PHF12,4,-2.422084128,-1.275849304,-2.095803109,-1.575077447,-2.056846926
PHF13,4,1.504861604,2.242660714,-1.399122139,-1.254344574,-1.012571576
PHF14,4,2.771548626,2.627556659,-0.767942618,0.558833888,0.151281362
PHF19,4,0.321012171,-0.438827685,0.596844081,-0.089396093,-1.319703804
PHF2,4,-0.008624667,0.961129762,-1.058992869,-0.1833648,0.591260772
PHF20,4,0.953019884,0.27719385,1.933772717,2.410455944,0.559304259
PHF20L1,4,0.359908816,-0.114355393,-0.70604953,-1.544090061,-0.274110137
PHF21A,4,-0.154451734,-0.040300311,0.228182713,-0.624729695,-1.372448059
PHF21B,4,-0.16689217,0.187390914,0.304915268,-0.102004504,0.090561047
PHF23,4,0.182464689,-0.063059347,0.649350839,0.128020586,-1.132793968
PHF24,4,0.411494015,1.038115429,1.997995241,1.432654025,0.637163929
PHF3,4,-0.500059703,-0.149100088,0.141886562,-0.93667017,0.422715729
PHF5A,4,-0.231810884,-0.11624332,-0.022397065,-0.082033927,-1.446626875
PHF6,4,-2.111033332,-0.152589558,3.629298738,4.502956984,1.798616545
PHF7,4,-0.161030224,0.49101847,0.032047242,-0.394882451,-0.34480746
PHF8,4,1.806072732,1.443484699,2.428974168,1.494771437,1.55385531
PHGDH,4,0.620210944,1.314386996,-0.714494524,0.358148345,-0.107465014
PHIP,4,-2.342442696,-1.915154805,4.885339337,5.315204387,3.137862527
PHKA1,4,1.240747057,-0.381190902,-0.871147628,0.536436881,0.054933479
PHKA2,4,-2.337524515,-1.523976958,-0.649372512,0.158706144,0.503937749
PHKB,4,0.645791508,1.13331488,-0.949907911,-0.257111405,0.33682266
PHKG1,4,0.446157551,0.931428618,-0.63375391,-1.073356625,-0.458162952
PHKG2,3,-1.396182728,-0.075938121,-0.797066383,-0.617699241,0.02131911
PHLDA1,4,-1.045195029,-0.498773636,0.617006711,-0.06865028,-0.177448773
PHLDA2,4,0.262223518,1.008452826,-0.320442355,0.775260774,0.473664539
PHLDA3,4,0.25141726,-1.827777176,-0.026817166,0.180695694,-0.270555186
PHLDB1,4,0.68234579,-0.32202765,-1.069972325,-1.380242813,-0.125961616
PHLDB2,4,2.585696722,1.364282058,0.158607103,-0.608269165,0.063937783
PHLDB3,4,-0.801850816,-0.360572836,-0.258030011,0.467958417,-1.089512742
PHLPP1,4,-0.17356573,0.645717901,0.113798779,-0.448726524,-0.464252455
PHLPP2,4,-0.598363765,-0.273614508,0.229630732,0.40691955,1.268876343
PHOSPHO1,4,-2.113962191,-0.426907835,0.551236548,-0.918347989,0.296272065
PHOSPHO2,4,-0.2514926,0.285348399,-1.02323471,-0.360374372,-0.476668838
PHOX2A,4,0.235234874,-1.055477842,0.430940402,0.607266724,0.513244827
PHOX2B,4,-0.567788168,-1.022922657,-0.621419668,-0.763461087,0.63200754
PHPT1,4,0.889790839,0.260097107,-0.529562841,1.352203725,0.905274789
PHRF1,4,0.377376933,-0.10143644,1.432853603,0.517525624,0.530667934
PHTF1,4,0.768386645,-1.778878592,-0.944181479,-1.175949149,-0.14094811
PHTF2,4,0.385617502,-1.133352949,-0.415450102,0.257520744,1.46190418
PHYH,4,0.518518621,-0.244589097,-0.441333487,0.070298232,-0.115041973
PHYHD1,4,-0.141785221,-0.831591038,-0.873556754,-0.019537368,0.321237744
PHYHIP,4,0.795054695,0.872771823,1.081270261,0.598583565,0.671229771
PHYHIPL,4,-2.043575261,-1.059450187,-0.472231799,-0.011256099,0.031911663
PHYKPL,4,1.844453515,1.487309595,1.277674334,1.476044421,0.137707222
PI15,4,0.299877353,0.347435181,1.060609389,-0.062257321,1.000670839
PI16,4,1.284171156,1.33130609,0.817860795,0.880692894,-0.636195319
PI3,4,0.775256604,-0.531279814,1.596992569,1.788125148,1.851213116
PI4K2A,4,1.791270357,2.68516021,1.706510298,0.831316276,0.113363146
PI4K2B,4,0.273497077,0.618982319,1.772357417,1.637668192,1.547484086
PI4KA,4,-0.753592699,-1.349145605,-0.16786056,-0.43977154,-1.479098992
PI4KB,4,1.306951905,0.763569158,1.185881271,2.371316433,2.579459379
PIANP,4,-0.442419628,-0.244631065,0.661601708,0.236674446,0.269449471
PIAS1,4,-0.31511458,-0.678509983,-2.9440461,-3.130614168,-3.557262568
PIAS2,4,-1.534682143,-0.878972509,-2.718851073,-2.624601144,-3.597078981
PIAS3,4,-0.902667569,1.418318378,0.769167289,-0.244892058,-1.321763735
PIAS4,4,0.902931637,1.036198771,-0.707323958,-0.351961353,-0.504595786
PIBF1,4,0.269075719,1.019460657,1.066934953,0.345540022,-0.431950316
PICALM,4,-0.015354058,-0.392984771,0.022829079,0.137041285,0.884176063
PICK1,4,-1.520821173,0.231301482,0.818726422,0.111398949,0.061117693
PID1,4,0.834174136,0.027331689,-0.463574237,0.884900086,0.684383701
PIDD1,4,0.405866778,0.451377779,-0.248102515,0.635720548,0.022533831
PIEZO1,4,-0.988054,0.422206648,0.496332139,1.42580009,0.01565202
PIEZO2,4,-0.130970054,-0.630547674,0.028745564,0.412566784,0.705008895
PIF1,4,0.135905964,-1.040164527,-0.12776131,-0.722692777,0.460901229
PIFO,4,-0.705603971,-0.48264659,0.712865726,1.438682327,0.587758002
PIGA,4,-2.97625866,-3.847095192,-3.436763954,-3.03870415,-1.791546622
PIGB,4,-3.560669352,-3.877190063,-1.926889785,-3.16085449,-1.350646462
PIGC,4,-2.647969059,-2.719836113,-1.222527757,-2.132610591,-0.882470702
PIGF,4,-0.453254042,-1.695520586,-1.571230893,-2.502952161,-0.72888063
PIGG,4,-1.28162761,-1.051780798,-1.458450187,-3.25163965,-0.972227802
PIGH,4,-2.246151536,-3.091518677,-0.405904761,-0.436690358,-1.310710596
PIGK,4,-3.533565873,-3.877533515,-1.263157265,-0.65114284,-0.683242087
PIGM,4,-2.762327443,-2.325097304,-1.217095122,-0.1749851,-0.233916138
PIGN,4,-2.08969849,-0.243068634,-0.789624124,-0.690042558,-0.312529364
PIGO,4,-1.925101722,-2.25360236,-2.046421493,-2.332386274,-3.167562523
PIGP,4,-0.642038446,-0.897569736,-1.732618036,-1.315725089,-1.866676932
PIGQ,4,-2.022324018,-2.16239495,-1.624804194,-0.410404204,-0.783380888
PIGR,4,-0.621316981,0.260712644,0.735182564,0.898105654,-0.139926942
PIGS,4,-2.676106599,-2.657259269,-0.873223216,-1.362851726,-1.410803329
PIGT,4,-4.274621099,-5.626853549,-2.544216154,-1.883033292,0.414945099
PIGU,4,-2.422416679,-3.431704183,-0.556892319,0.270171555,-0.971454362
PIGV,4,-4.19104257,-3.710649382,-3.705588945,-3.384007459,-1.001431498
PIGW,4,-3.722212897,-3.754997668,-2.200155244,-2.610058604,-1.559094416
PIGX,4,-2.023883241,-1.410480256,-2.151930875,-3.032979112,-1.535167764
PIGY,4,-1.752470167,-2.81506879,-0.981597101,-1.031591198,-0.730498124
PIGZ,4,0.409431444,-0.178684484,0.873978506,0.30493875,1.02386353
PIH1D1,4,-1.480428336,-2.174569148,-1.819810966,-1.037904656,-0.483544199
PIH1D2,4,1.076964607,1.185996379,0.319174099,-0.303414932,-0.121376511
PIK3AP1,4,-1.051828485,-0.5598845,-0.440395965,-1.701725462,-0.670386941
PIK3C2A,4,-0.61497762,0.487212739,0.956468882,1.069746768,1.209083253
PIK3C2B,4,1.599299668,3.613912941,1.748930047,0.172659527,1.323613849
PIK3C2G,4,-0.402306401,0.286175496,0.167655793,0.186844191,0.477688755
PIK3C3,4,0.784792371,1.461600677,0.401503049,1.554936945,0.832375286
PIK3CA,4,-1.354171958,-0.812074954,-0.769459807,-0.269247281,1.442651614
PIK3CB,4,-0.573287322,-0.423730776,-0.312185241,0.455607167,-0.612486583
PIK3CD,4,0.498222636,1.199397791,1.165336814,1.45927927,1.627620564
PIK3CG,4,1.558254082,2.814781602,2.143909944,1.513510151,0.191109401
PIK3IP1,4,-1.147587894,0.60214046,0.179052057,-0.28102084,0.327076026
PIK3R1,4,-1.244229067,-1.431133316,-0.226278669,-0.206008184,-0.356192012
PIK3R2,4,-1.110201204,-0.623163218,-1.117357497,-2.111680162,-0.686670668
PIK3R3,4,-0.823650869,-2.001186873,-0.44057756,0.486252512,0.21254556
PIK3R4,4,0.265656044,1.258054485,2.726351762,-0.113582076,0.725207045
PIK3R5,4,-0.028290577,-0.530289681,-0.914333069,-1.508180059,-0.265850091
PIK3R6,4,0.339503858,-0.377164996,-0.133798539,0.705344092,-0.079144072
PIKFYVE,4,-1.044329562,0.280567642,0.20033175,-0.901486407,-1.139995893
PIM1,4,0.357777981,0.371569401,-0.836019604,-1.178122909,-0.306751246
PIM2,4,-0.704994144,-1.258928585,0.930771394,0.154843898,0.213195203
PIM3,4,2.291920846,0.599645652,-0.460805185,0.658413547,1.639348558
PIMREG,4,1.03463663,0.058532272,-0.519025779,-0.234256124,-0.355830812
PIN1,4,-0.171178923,0.375501842,-1.689916951,-0.063112987,-0.009864648
PIN4,5,-0.575689529,-0.691974587,-1.434698079,-1.074913627,-0.277217367
PINK1,4,1.253847842,0.333939789,-0.758775315,-0.24364207,-0.220921825
PINLYP,4,0.374764381,0.284360976,-0.66976381,-0.209252252,-0.173069982
PINX1,4,2.335421318,0.97442687,-0.440653301,-2.089223872,-1.642666956
PIP,4,1.56851055,1.545779226,0.745467854,0.758234689,-0.011555803
PIP4K2A,4,-1.299719818,-1.456768348,-0.170736185,0.651677454,0.68088895
PIP4K2B,4,0.278359881,-0.870668242,-1.615633148,-1.003350862,-0.297628419
PIP4K2C,4,-1.835939379,-1.693132728,-0.531673723,-1.144159685,-1.471430665
PIP4P2,4,0.868716115,-0.138725831,0.579552174,0.509126723,-0.166268548
PIP5K1A,4,-0.474329889,-0.585406803,-0.332499485,-0.229057754,-0.009048318
PIP5K1B,4,0.666594677,-0.203882189,0.031963768,0.036148274,-0.030636095
PIP5K1C,4,-0.01452766,-0.287232814,0.241393472,-0.791371994,-0.22952127
PIP5KL1,4,1.066579733,0.155476628,0.949074672,0.552242946,0.916373035
PIPOX,4,-0.937402001,-2.155476071,-1.150264351,-0.622687067,-0.203536438
PIR,4,-0.500658816,0.199221142,-1.666649388,-1.317906915,-0.252496533
PIRT,4,0.299015597,0.525798486,-0.012862412,-0.08015025,-0.45798404
PISD,4,-0.088306229,-0.683501328,0.246980979,0.591374337,-1.374440585
PITHD1,3,-1.480840962,-0.413197243,-1.406575619,0.178320425,-0.510449346
PITPNA,4,0.613012829,0.269378661,0.588209573,0.279311364,-0.058002506
PITPNB,4,-0.8037302,-0.115255991,0.144807727,-0.266917502,0.151831997
PITPNC1,4,-1.468389077,0.646498243,-1.708212957,-1.354133708,-1.140877098
PITPNM1,4,-1.8958408,-1.340599488,-0.204001426,-0.91080851,0.302575101
PITPNM2,4,2.358796586,0.45905685,0.979968909,-0.251656651,0.580842562
PITPNM3,4,0.332788843,0.812461338,0.794748067,1.205640557,0.132455451
PITRM1,4,-0.029355241,1.184956729,0.475017148,-0.876802641,0.274164733
PITX1,3,-0.240174793,-0.125620946,1.082919053,1.033558562,0.959707201
PITX2,4,-0.30455693,0.374319679,-0.421249646,0.791453524,-0.969643973
PITX3,4,0.290137869,-1.15339325,-0.976532084,-1.192566193,0.046479025
PIWIL1,4,-0.316422239,1.220673701,-0.938083085,-0.920315771,-0.151850108
PIWIL2,4,0.121604944,0.257620463,0.395105709,-0.892303907,-0.015697264
PIWIL3,4,0.49672704,0.632921807,1.311172847,0.446440292,0.345144679
PIWIL4,4,0.306851772,0.299820332,0.743138172,-1.240936551,-0.13479144
PJA1,4,0.073981169,1.028602399,1.489131196,1.511784206,0.927725104
PJA2,4,0.779654144,-0.597998528,0.413622127,0.195582985,-0.871655907
PJVK,4,-0.323734972,-1.472135891,-0.240391818,-0.535874355,0.455789106
PKD1,4,2.230572615,2.637053014,1.872061878,1.448457709,0.264946039
PKD1L1,4,1.557287586,1.866646876,1.23511827,0.784201285,0.803108596
PKD1L2,4,-0.345829213,-0.85651299,-1.005414944,-1.799655081,0.027418662
PKD1L3,4,-0.54162513,-1.131523673,-1.171791378,-0.013930216,-0.77075694
PKD2,4,-0.37038145,-0.296829629,-0.365484942,-1.017680089,0.344705791
PKD2L1,4,-1.417853997,-2.159189456,-2.059224303,-1.061966806,0.507079217
PKD2L2,4,1.229312129,1.891932881,0.984607438,0.254000456,0.830450188
PKDCC,4,-0.844085438,-1.446190429,0.073546828,0.330454842,-0.105842781
PKDREJ,4,1.082768955,0.637218623,-0.33301622,-0.618128029,0.758967621
PKHD1,4,1.863159987,1.62207607,-0.051949579,0.226209988,-1.968183858
PKHD1L1,4,-0.290434371,-0.122299557,-0.747894021,-1.920267883,-0.860185674
PKIA,4,1.19988597,1.665117261,0.572984326,-0.344166874,0.057067165
PKIB,4,-0.686408605,-0.674882645,0.273799854,0.278631588,-0.061589041
PKIG,4,0.735871481,0.127739935,1.005537494,-0.314779221,-0.5362924
PKLR,4,-0.11912294,-0.276175744,0.208832082,0.195605797,-0.213183979
PKM,4,-0.360859857,1.074408244,0.100358884,0.696183862,0.292412974
PKMYT1,4,0.648767969,0.812144659,2.523655794,3.406505707,2.62938211
PKN1,4,0.637802356,0.50317599,0.33149532,0.021276003,0.381298288
PKN2,3,0.524555302,-1.803645261,-0.574971103,-0.890672554,0.181825533
PKN3,4,-0.69660721,0.138673119,-0.091507249,-0.427890758,0.530976124
PKNOX1,4,-0.515940797,1.061441256,1.775327439,1.879543881,1.000343844
PKNOX2,4,-0.85985112,-1.545864685,-0.983497456,-0.447047486,-0.435917746
PKP1,4,-0.691659639,-1.595483988,-0.49899779,0.297531167,0.087971198
PKP2,4,-0.26728897,0.586985089,0.732394528,-0.134101661,0.415068367
PKP3,4,-1.317669286,0.133409823,-0.349632294,0.025773862,-0.043307379
PKP4,4,-0.927011931,-0.365461984,-0.542237016,-0.900709598,0.286623722
PLA1A,4,-1.153087847,-1.647716315,0.178025043,-0.937638619,-0.388576035
PLA2G12A,4,-0.474107712,1.560367423,0.184728618,0.328816604,-0.405404205
PLA2G12B,4,0.797331775,2.140726501,-0.580243553,-0.342417584,0.059207572
PLA2G15,4,0.83330356,0.621626724,-0.297925204,-1.451518449,-0.455152322
PLA2G1B,4,-0.068805331,-1.102332523,-0.026686297,0.354069523,1.104496746
PLA2G2A,4,0.412869518,0.834445316,0.599848017,1.209169657,0.064265566
PLA2G2C,4,0.174506379,0.498070239,0.206346466,0.07625089,-0.39789351
PLA2G2D,4,0.965865712,0.222982671,-0.839037501,-1.104849846,-0.428745
PLA2G2E,4,0.722491598,0.10769277,0.8122672,0.129187506,0.334245454
PLA2G2F,4,-0.071248957,-0.721750928,-0.265535573,1.786067833,1.654355528
PLA2G3,4,0.152800163,0.266659285,-0.230291498,-0.086001438,-0.661435708
PLA2G4A,4,-0.899312905,-1.680070768,1.217945482,0.751113832,1.245084772
PLA2G4B,4,-0.229154113,-0.816962865,-0.389471857,-1.359510864,-0.836505682
PLA2G4C,4,-0.451284226,-0.558842985,1.223378054,0.920087162,-0.07104579
PLA2G4D,4,-1.32692625,-0.30060622,0.865147599,1.076388612,1.511684385
PLA2G4E,4,0.005415353,-0.196441146,0.202339673,0.682477045,0.333201737
PLA2G4F,4,0.768542956,1.653658188,0.113784559,-0.330793374,-0.71595474
PLA2G5,4,0.858702604,-0.203153086,-0.048899186,0.204332775,1.472845378
PLA2G6,3,0.381398172,0.457777682,0.13260512,0.243128141,1.43968895
PLA2G7,4,1.217809368,1.172525423,0.968297086,0.996070861,0.831655804
PLA2R1,4,-0.567382735,0.005380086,-0.213547714,-0.881049748,0.681332799
PLAA,4,0.294757937,-0.317082643,-0.390121738,-0.27308613,0.340267263
PLAAT1,4,-0.592096458,-1.241486407,-0.821560199,0.769584745,-0.016607995
PLAAT2,4,0.334642461,-0.279384811,1.861021937,1.3463148,0.744958536
PLAAT3,4,1.617430649,1.697581853,0.256396912,-1.384848381,0.17746934
PLAAT4,4,0.206771248,0.441597026,0.483506179,-0.895802567,-0.053253749
PLAAT5,4,1.255264844,-0.50955325,0.901854769,0.23058526,0.58162004
PLAC1,4,0.499763911,0.518799904,-1.387736996,-1.244476413,-0.467917819
PLAC8,4,0.431480739,1.217420112,1.868013045,1.227885998,0.913128438
PLAC8L1,4,0.109364854,0.264413348,-0.521829681,0.342482007,-1.30E-04
PLAC9,4,0.56417884,0.611199605,0.738437525,0.450278334,-0.239854693
PLAG1,4,-0.789241144,-1.111826501,0.158535484,-0.299881066,0.944969812
PLAGL1,4,1.119144259,1.523860231,0.270522141,0.096660538,-0.506179886
PLAGL2,4,-0.17322748,-0.949076256,0.447707061,0.125464075,0.825436165
PLAT,4,-0.52178558,-0.396294094,-0.73789074,0.33190959,-0.209987057
PLAU,4,0.423157462,0.008863544,0.169572938,-0.265198401,-0.883462258
PLAUR,4,-2.233294941,-0.735906855,-2.321350715,-1.6765835,0.033922945
PLB1,4,-0.482556904,-1.646065143,0.974516947,0.184419286,0.083590874
PLBD1,4,-0.319850529,0.437881506,0.464903983,-0.1904159,-0.702270075
PLBD2,4,-1.072935498,0.111903474,-0.17644771,1.648071429,-0.043438127
PLCB1,4,0.344955213,0.650546555,-0.250277681,0.87471221,0.798862771
PLCB2,4,-0.337621687,0.240137992,0.081643326,-0.563630843,0.449435973
PLCB3,4,0.472834283,0.953763301,-0.567487994,-0.350697261,0.050727366
PLCB4,4,-0.016684022,-0.355168728,-0.607986896,1.141621856,-0.396748381
PLCD1,4,2.290637619,1.530314384,3.070950988,2.348853073,0.300197108
PLCD3,4,1.41492269,0.274491158,1.144403711,0.771893816,-0.486940941
PLCD4,4,-0.953831018,-0.760385676,0.171274014,-0.278150358,-0.072035089
PLCE1,4,-0.500400444,0.2602951,-0.894657735,-1.066575252,-0.382144226
PLCG1,4,-0.250112255,0.383845782,1.019511944,1.251746416,0.554017346
PLCG2,4,1.161104926,0.507652448,-1.364654207,-0.620412154,-0.407359561
PLCH1,4,-0.539039845,0.156642886,-0.839634165,-1.42399423,0.507210945
PLCH2,4,-0.66858355,-1.12365654,0.169521835,-0.112121834,0.886985728
PLCL1,4,-1.573501617,-1.871489844,-1.47097516,0.203123355,1.622875102
PLCL2,4,-0.281153584,0.924119805,0.416420426,1.17203093,1.183182831
PLCXD1,4,0.692013814,0.828010261,-0.064931914,0.378163029,-0.339424735
PLCXD2,4,-1.467563843,-1.05919776,-0.097613836,-0.937249828,0.158374399
PLCXD3,4,-1.45898843,-1.034872022,-0.20748286,-1.064217781,-0.189098082
PLCZ1,4,0.716996058,-0.707701286,-0.406085736,0.469117724,-0.120837763
PLD1,4,0.851949058,0.704359807,0.525659588,0.062928658,1.148941221
PLD2,4,-0.428879881,-1.143175045,0.471017606,-0.238111467,0.307434252
PLD3,4,1.522482741,1.623955117,0.579083803,-1.449509528,0.549521141
PLD4,4,-0.386488289,-0.495420161,0.192724769,0.933057419,0.309328176
PLD5,4,0.165966726,0.583628516,-0.731159713,-0.326762865,-0.400579451
PLD6,4,2.579520005,2.196024124,0.813648672,1.080062817,0.175139849
PLEC,4,0.035599817,1.205913131,-0.698015963,-1.629900285,0.151783124
PLEK,4,0.726448316,0.282251114,0.395100376,-0.176445383,0.310088598
PLEK2,4,1.183211709,-0.040324132,0.506185816,-0.131547389,-0.668682932
PLEKHA1,4,-1.220829849,-1.883704871,-0.884820591,0.236233056,0.55998275
PLEKHA2,4,-0.872969298,-0.73353037,0.018405225,0.286431093,-0.03668191
PLEKHA3,4,-0.589234841,-0.100268408,0.653821483,-0.903585599,0.452177066
PLEKHA4,4,-0.562876355,-0.303835914,0.101417814,0.261022774,0.540102819
PLEKHA5,4,1.404153978,-0.035269875,-0.751519332,-0.697301053,-0.120967191
PLEKHA6,4,-0.432814319,0.023562658,0.91945425,0.204074858,0.636578392
PLEKHA7,4,1.877384208,2.30479809,1.108132641,0.1905231,0.866824907
