Gene,n_guides,MERS-CoV T1015N,MERS-CoV,HKU5-SARS-CoV-1-S,VSV-SARS-CoV-2-S,SARS-CoV-2 Cas9-V2 Avg.
LOC103245449,4,-1.754507802,-1.408484941,-2.454685509,0.180353106,0.037185075
LOC103245450,4,1.161699896,0.651649265,0.960367235,1.824353951,1.455121926
LOC103245501,4,0.823355736,1.136513189,0.104704882,-0.684730614,-0.081896199
LOC103245577,4,-1.155431307,-1.36554275,-1.8868162,-1.008716942,-0.288129399
LOC103245582,4,0.112053434,0.148031961,-0.725225892,-0.218593818,-1.888053526
LOC103245591,4,-0.306228244,-0.048086146,1.36451727,0.431088716,0.229666732
LOC103245600,4,-0.461396115,-0.426125013,-0.974887671,-0.466430785,-1.641158565
LOC103245613,1,-0.12613109,-0.131840939,-0.148975806,-0.126651897,0.033601002
LOC103245615,4,0.937008622,1.19544777,-0.648252607,0.561387438,0.098360443
LOC103245638,1,-0.327741104,-0.33166055,-0.340968483,-0.30264544,-0.974402278
LOC103245694,4,0.235021366,0.385235083,-0.782727835,0.976938145,0.002176127
LOC103245696,4,1.06936376,1.706470853,-0.069212823,0.49639542,-0.033775819
LOC103245733,4,-1.404964044,-1.55674627,-2.214915923,-2.464641965,-2.024858614
LOC103245736,4,1.362465824,1.069480181,0.621905124,0.660122246,-0.345830971
LOC103245737,4,0.838620899,1.343203719,0.048158557,-0.656418177,1.061081571
LOC103245747,1,0.254248982,0.240494539,0.216367812,0.202348726,0.12901674
LOC103245763,1,-0.105363853,0.349252984,-0.172985905,-0.206437457,0.098833777
LOC103245782,1,-0.19586266,1.073750873,-1.002276495,-0.145821591,-0.851227234
LOC103245783,4,0.569316685,-0.650706006,0.546363796,0.918458319,0.893391205
LOC103245787,8,-1.010240564,-0.838665218,-1.188939371,-0.322293005,-2.893437057
LOC103245818,4,0.582302579,0.580808466,0.325473288,1.577402066,0.291926373
LOC103245841,8,1.045382459,0.790201846,0.51949304,-0.703132643,-1.050371049
LOC103245900,4,-0.917338048,-1.325259948,-0.486128852,-0.450097082,-0.076167763
LOC103245901,4,-0.839143354,1.116051747,-0.532026786,-0.613404015,0.189599563
LOC103245917,4,0.789953529,0.936100033,-0.284941819,-0.161686189,-1.168901351
LOC103245920,4,-0.498068305,-0.149148764,-0.500944022,0.206076013,0.727089904
LOC103245924,4,2.035900759,0.899485854,0.341140016,-0.311151731,-0.566889108
LOC103245931,4,-0.083544839,-0.152087272,0.637540384,1.804074276,0.126342817
LOC103245936,4,-0.119648101,0.324737648,-0.201327116,-0.29206456,-0.539262964
LOC103245942,4,-0.339504353,-1.057621489,0.203652892,0.009382503,-0.54312914
LOC103245956,4,1.515131737,1.185928209,1.04765198,0.903256505,1.014444368
LOC103245957,4,-1.473997028,-1.142132039,0.35049581,-0.393592717,-0.549725581
LOC103245960,4,0.039423209,-0.640978464,1.352813108,0.376265485,-0.212412407
LOC103245963,4,0.541260325,0.259866988,1.294097672,1.128587613,0.281100123
LOC103245976,4,-0.357444433,-0.684973376,-0.40601874,-0.315957809,0.424402697
LOC103245978,4,-0.59444777,-0.524000652,0.749633852,0.204757268,0.593426033
LOC103245982,4,-1.956189829,-2.464591644,-0.470533244,-0.723257984,-0.032314161
LOC103246015,2,-0.516329261,0.265860826,-1.636971644,-1.39373551,-1.298744986
LOC103246021,4,0.602502676,-0.278908386,-0.188070866,0.521530039,0.031057289
LOC103246023,4,1.36183771,1.049137714,0.573897137,0.533425051,-0.110226961
LOC103246025,4,0.456586365,1.581413487,1.381941643,1.418118417,1.571255385
LOC103246028,4,0.506951172,0.494742582,0.411940423,0.355272341,0.297709717
LOC103246046,4,-2.038596692,-0.319402048,-1.104144356,-0.060109137,-0.444791109
LOC103246048,5,0.873559212,0.802456368,-0.477092968,-1.21461573,-0.437152627
LOC103246049,6,1.424500063,0.317138927,0.327375007,-0.64158597,-0.159739105
LOC103246052,1,-0.336033798,-0.227760843,-0.073631796,0.037391644,-1.222310298
LOC103246057,4,1.384613883,0.216905465,1.269695751,0.373280475,-0.078692262
LOC103246058,4,0.378742651,-0.856032611,-0.058442157,0.837873775,-0.496947091
LOC103246059,4,0.278130082,0.075466639,0.831666957,1.445119011,0.405177017
LOC103246061,4,-0.469953427,-1.092001796,-1.421516841,-0.840811154,0.110365629
LOC103246062,4,-0.266814629,0.49950807,-0.392548073,0.143992625,1.623490806
LOC103246064,4,-0.182194668,0.44482942,-0.6697964,0.461573921,0.867728674
LOC103246065,4,-1.736135174,-1.567523757,-0.728219753,-0.999184555,-0.784271548
LOC103246068,4,0.22184389,0.226633333,-1.618901958,0.589030544,0.102815846
LOC103246069,4,0.52050206,0.295149725,2.046922779,2.057545734,0.536302107
LOC103246070,4,0.018251861,0.014312124,-0.585058179,-0.488200749,-0.623774704
LOC103246074,4,-0.111546722,0.149126106,-0.221581175,1.084558512,-0.009381687
LOC103246077,3,-0.600341191,-0.035659584,-0.887388289,0.231483391,0.892992952
LOC103246078,2,1.425227222,1.217081855,-2.294803854,-1.026006839,-0.650528384
LOC103246081,4,0.368821373,0.843053901,-0.552681332,0.339326626,0.269307579
LOC103246082,4,0.134461161,-0.956473955,-0.758379953,-1.000326339,-0.10285219
LOC103246090,4,-0.283657379,0.140767994,-1.730652796,-0.130932522,0.413445136
LOC103246092,3,-0.36998707,0.236448957,-0.795608008,0.725946078,-0.582432485
LOC103246101,4,0.850394275,-0.256565513,0.991242307,0.3051748,-1.283690959
LOC103246103,4,-0.585777034,0.828804517,-0.215972937,0.773097497,-0.263774661
LOC103246108,4,-0.754544527,0.013079297,-1.291490708,-0.804571838,-0.276426858
LOC103246114,4,-2.719532069,-2.085011786,-1.531738107,-0.968588325,0.172270141
LOC103246117,4,1.275015855,2.130558611,0.652500684,0.713878275,0.634933769
LOC103246126,2,1.675580404,1.530713665,-0.67166393,-0.195200307,0.203820308
LOC103246151,4,-0.321230795,-1.088165803,-2.9644848,-2.088145461,-1.355736113
LOC103246172,4,1.46759074,2.023190544,0.506778864,1.02221606,-0.265274957
LOC103246174,4,0.495220068,-0.861599578,-1.397681422,-1.019638706,-0.909761669
LOC103246191,4,-2.025495503,-0.247843619,0.00576533,-1.21189005,-0.12104111
LOC103246194,1,1.887663214,1.688133724,-1.943204046,-1.16271431,0.07074677
LOC103246220,1,0.110849359,1.1719064,0.982150939,1.750740717,-0.197478053
LOC103246235,5,0.498296478,0.923691044,1.855214338,0.475072373,0.403463712
LOC103246269,4,-0.846302106,-0.70990869,1.345427002,0.481306715,0.617021932
LOC103246280,4,-0.203894262,0.433379499,0.772878332,0.862745427,0.152134419
LOC103246284,4,-1.423703037,-1.340169888,-0.168296015,-0.299235866,0.680587654
LOC103246285,1,0.032965701,0.024972493,0.003111527,0.011661469,0.073318308
LOC103246342,5,2.168709871,1.640002295,0.998670094,0.155810942,0.056887675
LOC103246344,7,-0.223359407,0.077555386,-0.290761637,-0.328518475,0.216038804
LOC103246359,2,0.174201186,-0.017808661,-0.551746245,-1.029774946,-1.024756697
LOC103246377,4,-1.013096912,0.108135392,-0.556675179,-0.63405979,-0.801257529
LOC103246379,4,1.793970033,1.549549518,-0.050304757,-0.464446261,-0.503827506
LOC103246389,4,0.663743968,0.117315375,1.4188073,0.775827401,0.621990701
LOC103246399,1,-0.322848977,-1.488423514,0.467514753,-0.586931355,0.377076463
LOC103246410,4,-1.383879191,-1.000970893,-0.017152897,0.901347153,0.649914059
LOC103246417,4,0.588597225,0.244487049,-0.425564536,-0.421491527,0.493795708
LOC103246443,5,-0.055216414,0.473463375,0.598689285,-0.845057419,-0.274160407
LOC103246446,4,-0.555812481,0.080340785,0.324411216,-0.053015016,-0.732346614
LOC103246456,2,0.481073763,0.617948766,0.371421642,-0.421591367,0.132180308
LOC103246471,4,0.6261099,1.085001932,-0.019619967,0.451890224,0.274943994
LOC103246473,1,0.002310731,-0.00515441,-0.026251546,-0.014931368,0.099441524
LOC103246485,4,-0.301080063,-0.219745152,-1.200187785,-0.414316316,-0.150121201
LOC103246498,4,0.380307856,-0.277532626,0.60107255,-0.720776173,-0.046100934
LOC103246500,4,0.443203519,-0.81549169,0.786524688,1.243122132,0.965721416
LOC103246512,4,1.368063464,0.802969165,1.073274967,1.906382867,0.262426814
LOC103246514,4,0.878538477,-0.751220385,0.064182588,0.909347268,1.200356098
LOC103246525,4,0.274186111,0.794308285,0.409479918,1.284812447,1.12326496
LOC103246533,4,-1.72363274,-1.157999502,-2.955518423,-1.114818433,1.110898983
LOC103246535,4,-0.272717238,-0.689990024,-0.533892363,-0.272153377,0.819085356
LOC103246542,4,0.558126013,1.001492639,1.273154453,0.852629394,0.155711704
LOC103246543,4,1.289157863,0.68803127,1.817760634,1.329342807,0.059619746
LOC103246545,4,-0.254241592,-1.168061548,-1.722788794,-2.220820256,-1.632146112
LOC103246546,4,0.497575598,-0.036224862,0.349075547,-0.523197359,-0.786304257
LOC103246548,3,2.461210043,1.872037008,-0.628855824,-0.248267602,-0.183088046
LOC103246550,4,-0.582059122,-0.53835334,1.278457794,0.834396968,-0.108516743
LOC103246553,4,0.908813525,0.962620752,-0.652699079,-2.019888522,-0.485018419
LOC103246563,4,-0.911089802,-0.930658255,-0.391374788,0.381075707,-0.890000891
LOC103246566,3,-1.031577814,-1.442772662,-1.013028153,-0.982317478,-0.835386443
LOC103246572,4,-2.041863786,-1.664475808,-0.505133009,-1.192118975,-0.386519553
LOC103246573,4,-0.051217487,0.261753591,-1.036097867,-0.340998961,-1.815681053
LOC103246574,1,0.425068631,0.402825406,0.383683223,0.346909666,0.354188224
LOC103246577,4,-0.316306472,-0.614731035,0.459912617,-0.276055815,-2.225169799
LOC103246584,4,-0.835799733,-0.725713907,0.149994231,0.070838562,-0.605127979
LOC103246585,1,0.516310065,-0.214522995,0.367868871,0.249832349,-1.268200829
LOC103246588,4,1.014238122,0.681891058,1.043467535,1.096001978,-0.867661748
LOC103246592,4,-0.146561979,-1.079328171,-0.276723171,-0.306953167,-0.436881526
LOC103246596,1,-0.331435326,-0.909800469,-0.846122018,-0.979835605,-0.827562069
LOC103246597,4,-1.231282687,-1.39066389,-0.953123144,-0.380282708,1.022309842
LOC103246602,4,-0.829691914,0.479517799,-0.683254505,0.313457131,-1.441206443
LOC103246604,4,-0.273657616,0.131924221,0.602491157,1.348637897,-0.099561248
LOC103246610,1,0.275036543,0.219332409,0.21642884,0.156266075,0.175789271
LOC103246613,4,0.272044565,-1.351860253,1.502988051,0.417861751,0.435171434
LOC103246651,7,0.963477369,-0.542853826,-0.729974496,-0.779792617,-0.811538488
LOC103246661,4,-0.137273983,2.081417162,-1.408926871,-1.502042933,-0.205358032
LOC103246663,4,1.10049438,0.408541546,0.355591962,0.786212474,-1.554271559
LOC103246669,4,0.365512662,0.595167819,0.046436654,-0.066211445,0.900799688
LOC103246670,4,-0.16756953,-0.041520453,-0.895540815,-1.00347358,-1.59909827
LOC103246671,4,0.029105471,-0.511051461,-1.219577059,-1.359000927,0.518218935
LOC103246678,1,-0.184904519,0.799250676,-0.237192707,0.27035986,-0.522160179
LOC103246703,4,-1.632030189,-0.950751051,-1.82867927,-1.070835174,-1.64902261
LOC103246704,4,-0.474642214,-0.359652218,-0.107331017,-0.605578376,0.629795979
LOC103246707,4,0.965046146,0.804945171,0.842089806,0.530408208,0.01370569
LOC103246731,5,-2.065865534,-2.044928745,-0.905977152,-0.960432305,-0.049295452
LOC103246742,4,1.450506943,1.809570982,0.939565145,0.955940117,0.367305459
LOC103246760,4,0.828367237,2.03281674,2.221867988,1.29453921,-0.499474164
LOC103246764,4,0.096800334,-0.019708629,-1.831732403,-0.78376999,-0.463518125
LOC103246766,4,-0.909060407,-0.034771274,0.228720269,-1.288575436,0.802647293
LOC103246769,4,0.283474935,-0.51726378,0.213493355,-0.412832792,-0.043979497
LOC103246787,4,1.013368606,0.763176761,1.032991253,1.269856862,0.455402809
LOC103246788,4,2.220744615,2.904221483,0.45381285,1.151491208,0.622373842
LOC103246791,4,-0.831352183,0.241065874,0.292746234,-0.808292,-0.506096606
LOC103246796,4,-1.198945682,-1.75388576,-2.040149561,-1.603266423,-1.190161584
LOC103246810,4,1.099812328,0.739593183,-0.832445078,-1.628241403,0.206191589
LOC103246822,4,1.567304022,-0.079899366,0.137251975,-0.856607815,0.194051684
LOC103246823,4,-0.887883552,-0.569903835,-1.18550111,-1.817592908,-0.343306981
LOC103246830,7,0.584322685,2.2340813,-1.619261067,-0.229625985,-0.158785027
LOC103246838,4,1.012599117,0.457674232,-0.439948628,0.185354977,-0.089608465
LOC103246856,4,0.748238964,-0.842347315,-0.036018389,-1.097977594,0.409274204
LOC103246862,4,-0.469669963,0.341572916,-0.851895401,-1.631821803,-1.401371993
LOC103246884,4,0.150143936,-0.227283532,-0.784594966,-1.351287289,-1.384671047
LOC103246901,4,0.951307561,0.836920185,1.068770066,0.536870265,0.43871168
LOC103246909,4,1.178017294,1.401085451,1.390444017,1.7962692,-0.478724741
LOC103246913,4,-0.92869897,-0.118255279,-0.15230542,0.079164937,-1.649322554
LOC103246916,4,0.594887083,0.411307516,0.384716113,0.148126559,-0.317400274
LOC103246919,6,-0.352351289,-0.109044022,0.801619734,0.811280991,0.631742806
LOC103246921,4,-0.203578331,-0.07686455,-1.130631788,-0.70724103,-0.171228551
LOC103246924,4,-0.675330823,-0.079963791,-0.652071752,-0.221555668,-1.485374037
LOC103246926,4,0.097692305,0.738568232,-1.395823932,-0.613016898,0.633186099
LOC103246927,7,0.453939976,0.792483038,1.494716127,1.342945634,1.272040767
LOC103246928,4,1.123462907,0.269392148,1.256431425,0.553885253,0.763853208
LOC103246932,4,1.053070247,-1.152447965,-0.360197873,-0.904952499,-0.523632524
LOC103246934,4,1.960950695,0.881849737,-0.913862769,0.019719395,-0.062494256
LOC103246937,4,0.124867137,0.060165863,-0.428248466,-0.141854403,-0.341140172
LOC103246940,4,1.022589445,-0.556578643,-1.104041619,0.172574211,-0.168475892
LOC103246942,4,-0.530166432,-0.338017214,-1.566002893,-0.59396394,0.289323945
LOC103246943,4,-0.667429098,-1.821338945,-0.522779943,-1.430184302,-0.399379285
LOC103246945,4,0.618091845,0.300701277,-0.20160483,-0.352477348,0.91374602
LOC103246947,4,-0.193029799,-0.63688804,-0.963791709,-0.527227678,-2.07269921
LOC103246949,4,-1.036543546,-1.893038216,-0.543575157,-1.130180139,0.070292067
LOC103246954,6,-1.006782989,-0.828561356,0.013974487,-0.254617263,-0.440913241
LOC103246956,4,-0.065657694,0.837122885,-1.086356017,-0.814146739,0.322655892
LOC103246957,4,-0.150669175,-0.510579765,1.364336075,1.357550355,0.989077781
LOC103246961,4,-0.709442854,-0.164670028,-1.345443262,0.569634579,-0.484839325
LOC103246964,4,0.981637354,1.267670657,0.943895676,0.988321464,1.224761791
LOC103246965,4,1.357082084,2.128949975,0.918253017,-0.537296137,-0.074571927
LOC103246966,4,0.531473611,-0.063655359,0.906507786,0.110056141,-0.181073459
LOC103246967,8,0.173738619,-1.288830994,0.414692992,0.281343874,-0.09109397
LOC103246970,4,-0.501469936,-0.137839337,-0.638932455,-1.143488147,0.331296942
LOC103246981,4,-0.36127935,1.083480404,0.671473198,0.509494226,1.197396657
LOC103246983,4,-1.116796893,-0.139193234,0.306186873,1.364765672,0.524521246
LOC103246985,4,-1.084524507,-1.102439274,-0.44283253,0.402469929,0.280429879
LOC103246986,4,-0.110632482,0.839509085,1.948517728,0.417856607,0.809843197
LOC103246988,4,0.074823702,-0.893463819,-1.417634562,-0.68092669,0.590160121
LOC103246992,5,0.53670885,0.919336837,-0.004230609,0.80872951,0.450407947
LOC103246994,4,-0.39071133,1.11423521,0.022617284,-0.024435908,-0.618525128
LOC103247001,4,-0.15777835,-0.302338437,-0.685143555,0.737924111,0.756570923
LOC103247005,4,-1.119769936,0.163305326,-0.549711039,-0.46543728,0.258008592
LOC103247009,7,-2.14879558,0.255023666,-0.539323802,-0.396099559,1.117058705
LOC103247011,4,-2.535792677,-1.684969947,0.507449013,1.19783366,0.765827641
LOC103247015,4,-0.79038898,0.050798287,-1.611694775,-0.648666853,0.257943102
LOC103247016,4,2.086424752,1.053315152,1.123287664,1.616780797,-0.252541723
LOC103247018,4,1.469136647,-0.289629462,1.358341736,1.170199516,0.692454239
LOC103247020,4,0.84965133,0.289999917,0.29662855,-0.10859273,0.16724953
LOC103247026,4,0.134328216,0.115676435,0.093468529,0.081684887,-1.438986412
LOC103247033,4,0.63321544,0.041636878,1.578993165,2.285471714,0.247944788
LOC103247038,4,1.219065641,1.355008265,-0.376553972,-0.590394175,0.339195102
LOC103247043,4,2.164006679,-0.313953344,-0.27433274,-1.964765382,0.103852674
LOC103247049,4,0.719007461,0.444329363,0.828125407,-0.241541597,-0.47888827
LOC103247050,4,0.853279377,1.475422216,1.049065392,-0.188214649,-1.124057208
LOC103247052,4,-1.35263386,-1.442824782,-0.837629035,-1.740065091,-1.942809941
LOC103247054,4,-0.747506779,-0.728377268,0.159221927,0.347804524,0.911489922
LOC103247055,4,0.191471272,0.504017225,-0.995828157,-0.745509168,-1.429405716
LOC103247056,4,1.155965658,-0.036091272,1.301280959,1.981287007,1.940660292
LOC103247058,8,0.490311445,-0.659914061,-0.755828093,-0.476215978,-0.332063644
LOC103247060,4,0.01097186,-0.024789173,-0.685918791,-0.324440764,0.911822995
LOC103247063,4,-0.151818387,1.08965567,-0.674002537,-0.302874241,-1.101187753
LOC103247065,4,0.45640838,-0.685075361,-0.312680495,-0.470629929,0.671797824
LOC103247066,1,2.417173983,2.017612657,2.305676564,1.593576617,0.83115781
LOC103247068,4,0.496003381,-0.082317084,1.206790071,1.042707022,0.888105776
LOC103247069,7,-0.787564906,-2.527524543,-1.106400185,-1.149423178,-0.066822436
LOC103247071,4,2.970963961,1.987419464,3.130821485,2.865064025,2.186721416
LOC103247075,1,0.718330843,0.091150004,-0.144174913,-1.030808041,1.762937188
LOC103247079,8,-0.171728538,0.227837564,0.109302945,-0.249783185,0.627788115
LOC103247085,5,1.364786876,1.946695705,0.817508055,-0.426895984,1.003925975
LOC103247087,4,0.927880559,0.373351388,-1.193093198,-1.29733991,-0.016605201
LOC103247090,4,-0.114093891,0.181523846,-0.607576476,0.027100637,0.175898659
LOC103247101,1,0.664808861,-0.896444509,0.83055115,0.174702318,-0.121807931
LOC103247102,4,1.502331163,-0.38015839,0.610191152,0.118361624,0.06288601
LOC103247114,4,0.900182343,-0.409928508,-0.235441899,0.11283657,0.310643216
LOC103247117,4,-0.321392,0.139301627,-0.62650847,-0.758921668,0.459641734
LOC103247118,2,0.939703178,0.586171985,1.25288712,1.888820504,-0.240359883
LOC103247121,4,0.160775219,0.801777389,0.861947019,0.387297608,-0.400859401
LOC103247124,4,-0.193655042,0.503397741,1.94776442,1.238672405,0.569730306
LOC103247125,4,-0.262998612,-0.294395842,-0.017793339,-0.965407151,-1.716016314
LOC103247128,4,0.631843241,0.738759982,1.968233151,1.323058315,-0.987899619
LOC103247129,4,-1.106830793,-1.141915171,-0.087144572,0.041250627,-0.142930352
LOC103247130,4,-0.370588458,-0.766388321,-2.625902283,-2.496125401,-0.13785208
LOC103247132,4,1.679066182,1.578025634,0.352146148,-0.392899645,-0.225943628
LOC103247136,4,0.906381875,0.845366113,0.904222935,0.884206266,0.833093918
LOC103247137,1,0.60067765,0.077083142,-0.564464484,-1.938248262,-0.036863062
LOC103247138,7,0.290227301,-0.086507975,-0.191454745,0.779370704,0.229052556
LOC103247139,4,1.710701278,1.785171142,0.998804471,0.87364492,0.592136422
LOC103247142,4,-0.940506689,-0.781511191,-1.934078694,-1.434164775,-0.621062136
LOC103247146,1,0.038149103,-0.253362992,0.301929351,-0.315842118,-0.516369848
LOC103247147,4,-0.137896211,0.873768796,-0.568115646,0.070200564,1.089486065
LOC103247148,4,0.42494757,1.732468634,0.118840849,0.68594422,1.263263582
LOC103247149,4,1.798568627,1.939127077,1.816182734,1.301126394,-0.278199656
LOC103247150,4,0.031312914,-1.865537985,-0.727628229,0.551988115,-0.850806632
LOC103247154,4,-0.686855055,-0.874600035,-0.627505551,-0.245727853,0.642492465
LOC103247157,4,-0.229182798,0.167282997,0.203727135,-0.506778059,-0.460107889
LOC103247158,4,-2.998607433,-1.202017545,-2.739276577,-0.533276826,-0.25675722
LOC103247160,4,-0.357733823,0.875833655,0.522141089,0.570935345,-0.012856143
LOC103247162,4,0.514680133,1.278091402,-0.358854115,0.456058808,-0.947562517
LOC103247163,4,0.468712801,-0.059441849,1.205170631,0.873795683,0.624849987
LOC103247165,4,-1.791488776,-1.753928969,-1.652645084,-1.298554283,0.345347148
LOC103247166,5,-0.690153428,-0.944181984,0.985037906,0.429096763,-0.574079866
LOC103247218,4,-1.576509256,-1.069154999,0.622969531,0.087261588,0.789112109
LOC103247219,4,-1.666625227,-0.72181334,0.084661258,0.21835696,0.563092575
LOC103247222,4,-0.144604558,0.20870467,0.461078374,0.44446817,0.9886097
LOC103247225,4,-1.159605351,-0.172319012,0.003884306,0.074433457,-0.288986789
LOC103247230,4,-1.946711013,-1.905900757,-0.788542784,-0.162450843,1.074675444
LOC103247233,4,-0.803111867,-1.140813791,-2.118248114,1.823921452,-0.297035748
LOC103247253,4,-0.31443849,-0.106418913,-1.939420632,-2.805128202,-1.722710578
LOC103247254,4,0.127439383,0.707299603,1.628432775,1.486251136,-1.36320358
LOC103247259,4,-0.960955526,-0.459701319,-0.998783101,0.617075607,-1.097477735
LOC103247264,4,-0.795026375,-0.341811482,-0.502797565,0.299894959,-0.114883767
LOC103247265,3,-0.079789655,-0.112905723,-0.143709518,-0.137841613,-0.010011366
LOC103247266,4,-0.404967101,-0.731837577,-0.704777713,-0.212612881,-0.047460988
LOC103247267,4,0.338524836,1.11783926,0.128572778,0.140090091,-0.365781189
LOC103247268,4,-1.519562178,-0.008329773,-0.133683152,-0.267649233,-0.144746342
LOC103247269,4,-0.868453439,0.251261192,-0.327625856,0.754329584,0.320418942
LOC103247274,4,0.865357491,-0.347546559,-1.227598663,-0.89314328,0.182714034
LOC103247281,3,1.02407544,0.904349472,0.204436804,0.029005377,-1.968256359
LOC103247282,4,-1.133858264,-0.893432779,-0.708770777,-0.074608057,-0.419302612
LOC103247285,4,2.756331449,1.377211076,0.280806159,-0.376939091,-0.312419334
LOC103247286,3,1.916140059,1.52279382,-0.169304961,-0.942648751,-1.29657198
LOC103247288,4,-0.074114654,-0.07247926,-0.208557211,0.419005098,-0.423922127
LOC103247293,4,-0.90896969,0.588695431,0.224893113,0.790101588,-1.498824586
LOC103247297,4,-2.407869273,-1.303355017,-1.336097978,-0.678060719,0.560193533
LOC103247299,4,-2.486225773,-2.71483427,0.893038028,0.41543861,0.642071509
LOC103247300,8,-0.648114712,-0.082753227,-1.654134677,-2.64697489,-1.111860892
LOC103247303,4,-1.626463388,-0.952286058,-0.786155533,0.179866832,-0.296066492
LOC103247306,4,-0.839406619,-0.5099204,-0.21282589,0.053014475,0.277544089
LOC103247312,4,-0.477188647,-2.262659376,-1.217125411,-1.229028603,-0.770996417
LOC103247313,3,-0.219594941,-0.900669626,-2.087999311,-1.544797002,0.035737639
LOC103247315,4,1.089041052,0.349817856,0.867938081,1.283137965,0.415091805
LOC103247316,4,-0.408457917,-0.212799026,0.300164991,-0.631741385,-0.197471025
LOC103247324,4,1.233910527,1.078401308,-0.900010657,-0.385676634,0.172127988
LOC103247330,4,-0.092578011,0.029897717,-0.233011149,-0.165258102,0.180011015
LOC103247341,4,1.07821627,0.426709019,-1.09272322,-1.190971082,1.281686126
LOC103247344,1,-0.510320509,0.653758721,-0.948606744,-1.065559391,-0.166919665
LOC103247349,4,0.051793214,1.762073829,1.329699871,0.604090821,0.195553265
LOC103247364,1,-0.019765159,-0.02687929,0.105046236,0.273665589,-0.53437765
LOC103247365,1,-1.880384937,-1.707025074,-1.19492898,-0.428070393,0.186943005
LOC103247367,4,0.466625744,0.261993637,-1.293467372,-1.459921821,-1.345936365
LOC103247374,4,-0.05920759,-0.06882892,1.276487501,0.19937013,0.883715957
LOC103247382,4,0.294770942,0.771012645,0.743245324,1.908782366,-0.004821715
LOC103247391,6,-0.885604664,-0.937477117,-0.505368494,-1.264084412,-0.21445092
LOC103247395,4,-0.091718168,-0.200909989,-0.407968695,0.466622276,1.419385134
LOC103247396,4,1.590339601,2.67529939,0.41568398,0.170086982,0.561191257
LOC103247401,4,-0.296133618,0.620426213,1.093391434,1.408906523,1.611066791
LOC103247405,4,-1.010197978,0.249005231,0.14191738,-0.751635371,0.311031047
LOC103247406,4,1.392391998,1.549929798,-1.696582687,-0.772502773,0.564645402
LOC103247409,5,0.113232445,-1.418158271,-1.965258713,-2.017890301,-0.27408055
LOC103247410,4,0.813861292,0.657641282,-0.81014561,-0.172749215,-0.40024376
LOC103247415,4,0.186782109,1.204059513,0.684224356,0.067947016,0.373669451
LOC103247421,7,1.202480449,0.69926177,-0.122687004,-1.573036518,-0.482296948
LOC103247423,7,1.220260758,0.202951571,0.236027095,-1.335604568,0.008717909
LOC103247426,4,0.761472114,0.650559247,-0.141397876,0.472297113,-0.008893332
LOC103247428,4,1.630895575,0.058852793,0.881580798,1.343280439,0.194220858
LOC103247450,4,-2.407336485,-1.047225509,-0.91003407,-1.120746988,0.497340551
LOC103247451,4,1.616710484,-0.027911064,1.35217899,1.607749035,1.042375221
LOC103247453,4,-0.899468487,-0.639143573,-1.112687171,-1.12533233,-0.308956953
LOC103247457,7,0.560535515,-0.476300638,0.374782383,-0.454684386,0.507741384
LOC103247468,4,0.77200017,0.104795018,-0.776945947,-0.678826133,0.741802535
LOC103247475,4,-1.120175748,-1.436910929,-1.846003445,-0.887558127,-0.092430938
LOC103247476,4,-0.090426905,0.411952526,-0.861990689,0.271985927,0.603064996
LOC103247481,4,1.39715438,0.293181071,-0.76833782,-0.473248269,0.817197672
LOC103247484,4,-0.727447321,-0.262253433,0.192464292,-0.99657971,-0.537653711
LOC103247485,4,1.749725357,1.888011383,-0.088224558,-0.659745081,0.31192037
LOC103247489,1,0.852455221,-2.463293955,0.914766273,-0.419092784,-1.084004129
LOC103247490,4,1.688067809,0.811037361,2.641449926,2.869040076,1.818209899
LOC103247491,4,-1.303421096,-0.587382643,1.066604481,1.893762093,0.649119368
LOC103247495,4,-1.731609014,-0.609117048,0.10426147,0.651084423,-0.684022362
LOC103247496,4,-1.582204232,-1.767811748,-1.302952832,-1.013450907,-0.956751918
LOC103247501,4,0.360502258,-0.502570492,0.563276684,-0.583495312,-0.453583287
LOC103247502,4,-0.392921386,-1.420105409,-1.680159764,-0.149280906,-0.769311699
LOC103247506,1,-0.230742144,0.610389865,1.498766277,1.873780031,1.094608798
LOC103247509,4,-1.998163917,-2.994325792,-1.461733497,-1.205318353,-0.376998339
LOC103247510,4,1.931626444,1.902390529,-1.843475465,-2.147956464,-0.668887385
LOC103247517,4,1.858619336,1.928851634,0.482135526,1.276381197,0.583813963
LOC103247518,4,1.858619336,1.928851634,0.482135526,1.276381197,0.583813963
LOC103247524,4,2.945007237,1.772033918,1.815497027,1.291272827,1.686681697
LOC103247525,4,1.908068689,1.745372148,1.332618855,1.377554003,0.398792322
LOC103247530,4,0.38910537,-0.864512063,-0.192000789,0.221327239,0.850046607
LOC103247536,4,-0.029363978,1.049818123,-0.867400929,-0.516575155,0.33503175
LOC103247539,1,0.037453416,-0.617499009,-0.246119131,-0.914128746,0.930585768
LOC103247541,4,-1.806350255,-2.203546167,-1.327609517,-0.276479005,1.1339738
LOC103247542,4,-0.01580342,0.6592361,-0.252979902,0.119913988,-0.110501465
LOC103247548,4,0.574439333,1.843305535,-0.768903842,0.187450244,-0.064720006
LOC103247559,6,0.483085028,2.011910875,-0.056140321,-0.09953962,-1.000728497
